CS1      -40.330  -9.720  426  45.0   7.99  Pedreschi_89(TG-IAG,Sobradinho)
CS2      -40.780  -9.600  468  45.0   7.99  Pedreschi_89(TG-IAG,Sobradinho)
CS3      -41.350  -9.400  420  45.0   7.99  Pedreschi_89(TG-IAG,Sobradinho)
OBH1  -47.64  4.32  -2400  16.0  2  Watts_AmazonFan_JGR2007
OBS2  -47.40  4.31  -2450  15.8  2  Watts_AmazonFan_JGR2007
obh3  -47.17  4.32  -2800  15.5  2  Watts_AmazonFan_JGR2007
OBS4  -46.95  4.34  -3200  14.7  2  Watts_AmazonFan_JGR2007
OBH5  -46.71  4.37  -3300  14.5  2  Watts_AmazonFan_JGR2007
OBS6  -46.50  4.40  -3450  14.0  2  Watts_AmazonFan_JGR2007
OBH7  -46.28  4.41  -3600  13.5  2  Watts_AmazonFan_JGR2007
OBS8  -46.04  4.42  -3800  12.6  2  Watts_AmazonFan_JGR2007
LinB1 -47.44  4.62  -2700  14.9  2  Watts_AmazonFan_JGR2007
LinB2 -46.75  5.25  -3450  14.4  2  Watts_AmazonFan_JGR2007
LinB3 -46.37  5.60  -3800  14.1  2  Watts_AmazonFan_JGR2007
LinB4 -46.00  5.93  -3950  14.7  2  Watts_AmazonFan_JGR2007

Zal_1  -39.0 -20.5  -2196  16   3  Zalan_etal_AAPG2011
Zal_2  -40.0 -21.0   -910  22   3  Zalan_etal_AAPG2011
Zal_3  -39.0 -21.0  -2499  13   3  Zalan_etal_AAPG2011
Zal_4  -38.0 -21.0  -2961  14   3  Zalan_etal_AAPG2011
Zal_5  -41.0 -22.0    -10  28   3  Zalan_etal_AAPG2011
Zal_6  -40.0 -22.0   -406  24   3  Zalan_etal_AAPG2011
Zal_7  -39.0 -22.0  -2696  13   3  Zalan_etal_AAPG2011
Zal_8  -38.0 -22.0  -3675  14   3  Zalan_etal_AAPG2011
Zal_9  -42.0 -23.0    -48  29   3  Zalan_etal_AAPG2011
Zal_10 -41.0 -23.0   -112  26   3  Zalan_etal_AAPG2011
Zal_11 -40.0 -23.0  -2685  19   3  Zalan_etal_AAPG2011
Zal_12 -39.0 -23.0  -3062  16   3  Zalan_etal_AAPG2011
Zal_13 -38.0 -23.0  -3685  14   3  Zalan_etal_AAPG2011
Zal_14 -43.0 -24.0   -401  23   3  Zalan_etal_AAPG2011
Zal_15 -42.0 -24.0  -1193  18   3  Zalan_etal_AAPG2011
Zal_16 -41.0 -24.0  -2209  24   3  Zalan_etal_AAPG2011
Zal_17 -40.0 -24.0  -3033  18   3  Zalan_etal_AAPG2011
Zal_18 -39.0 -24.0  -3583  12   3  Zalan_etal_AAPG2011
Zal_19 -38.0 -24.0  -3731  16   3  Zalan_etal_AAPG2011
Zal_20 -47.0 -25.0    -48  32   3  Zalan_etal_AAPG2011
Zal_21 -46.0 -25.0   -121  31   3  Zalan_etal_AAPG2011
Zal_22 -45.0 -25.0    -10  25   3  Zalan_etal_AAPG2011
Zal_23 -44.0 -25.0  -1379  23   3  Zalan_etal_AAPG2011
Zal_24 -43.0 -25.0  -2193  23   3  Zalan_etal_AAPG2011
Zal_25 -42.0 -25.0  -2213  19   3  Zalan_etal_AAPG2011
Zal_26 -41.0 -25.0  -2776  16   3  Zalan_etal_AAPG2011
Zal_27 -40.0 -25.0  -3165  10   3  Zalan_etal_AAPG2011
Zal_28 -39.0 -25.0  -3602  14   3  Zalan_etal_AAPG2011
Zal_29 -38.0 -25.0  -3973  14   3  Zalan_etal_AAPG2011
Zal_30 -47.0 -26.0   -101  34   3  Zalan_etal_AAPG2011
Zal_31 -46.0 -26.0   -253  34   3  Zalan_etal_AAPG2011
Zal_32 -45.0 -26.0  -1612  23   3  Zalan_etal_AAPG2011
Zal_33 -44.0 -26.0  -2143  24   3  Zalan_etal_AAPG2011
Zal_34 -43.0 -26.0  -2314  22   3  Zalan_etal_AAPG2011
Zal_35 -42.0 -26.0  -2600  19   3  Zalan_etal_AAPG2011
Zal_36 -41.0 -26.0  -2803  17   3  Zalan_etal_AAPG2011
Zal_37 -40.0 -26.0  -3793  16   3  Zalan_etal_AAPG2011
Zal_38 -39.0 -26.0  -4072  14   3  Zalan_etal_AAPG2011
Zal_39 -47.0 -27.0   -142  35   3  Zalan_etal_AAPG2011
Zal_40 -46.0 -27.0  -1393  33   3  Zalan_etal_AAPG2011
Zal_41 -45.0 -27.0  -2538  15   3  Zalan_etal_AAPG2011
Zal_42 -44.0 -27.0  -2648  21   3  Zalan_etal_AAPG2011
Zal_43 -43.0 -27.0  -2401  20   3  Zalan_etal_AAPG2011
Zal_44 -42.0 -27.0  -2605  20   3  Zalan_etal_AAPG2011
Zal_45 -41.0 -27.0  -3189  21   3  Zalan_etal_AAPG2011
Zal_46 -40.0 -27.0  -3787  13   3  Zalan_etal_AAPG2011
Zal_47 -39.0 -27.0  -4194  17   3  Zalan_etal_AAPG2011
Zal_49 -47.0 -28.0   -604  30   3  Zalan_etal_AAPG2011
Zal_50 -46.0 -28.0  -2472  18   3  Zalan_etal_AAPG2011
Zal_51 -45.0 -28.0  -3106  12   3  Zalan_etal_AAPG2011
Zal_52 -44.0 -28.0  -3448  13   3  Zalan_etal_AAPG2011
Zal_53 -43.0 -28.0  -2907  21   3  Zalan_etal_AAPG2011
Zal_54 -42.0 -28.0  -3059  17   3  Zalan_etal_AAPG2011
Zal_55 -41.0 -28.0  -2934  10   5  Zalan_etal_AAPG2011
Zal_56 -40.0 -28.0  -3416  10   5  Zalan_etal_AAPG2011
Zal_57 -39.0 -28.0  -4139   8   5  Zalan_etal_AAPG2011
Zal_59 -47.0 -28.8   -785  30   4  Zalan_etal_AAPG2011
Zal_60 -46.0 -28.8  -2692  20   3  Zalan_etal_AAPG2011
Zal_61 -45.0 -28.8  -3591  16   3  Zalan_etal_AAPG2011
Zal_62 -44.0 -28.8  -3799  14   3  Zalan_etal_AAPG2011
Zal_63 -43.0 -28.9  -3943  12   3  Zalan_etal_AAPG2011
Zal_64 -42.0 -28.9  -3984  14   3  Zalan_etal_AAPG2011
Zal_65 -41.0 -28.9  -3830  19   3  Zalan_etal_AAPG2011
Zal_66 -40.0 -28.9  -3809  16   3  Zalan_etal_AAPG2011
BSE1     -38.073  -5.901  164  32.0   1.0  Lima_PhD_2011
BSE2     -37.840  -6.115  256  32.0   1.0  Lima_PhD_2011 
BSE3     -37.508  -6.420  175  32.0   1.0  Lima_PhD_2011
BSE4     -37.501  -6.426  171  30.7   1.0  Lima_PhD_2011
BSE5     -37.272  -6.637  299  30.7   1.0  Lima_PhD_2011
BSE6     -37.042  -6.847  574  30.7   1.0  Lima_PhD_2011
BSE7     -37.009  -6.878  586  32.0   1.0  Lima_PhD_2011
BSE8     -36.776  -7.091  579  32.0   1.0  Lima_PhD_2011
BSE9     -36.742  -7.121  576  33.0   1.0  Lima_PhD_2011
BSE10    -36.475  -7.365  461  33.0   1.0  Lima_PhD_2011
BSE11    -36.209  -7.608  439  33.0   1.0  Lima_PhD_2011
BSE12    -36.175  -7.639  491  31.5   1.0  Lima_PhD_2011
BSE13    -35.841  -7.943  281  31.5   1.0  Lima_PhD_2011
BSE14    -35.606  -8.155  462  34.5   1.0  Lima_PhD_2011
BSE15    -35.355  -8.383  183  34.5   1.0  Lima_PhD_2011
BSE16    -35.104  -8.610    7  34.5   1.0  Lima_PhD_2011
BNW1     -40.820  -3.350  124  31.3   2.0  Soares_SimBGf2010
BNW2     -40.490  -3.660  382  32.5   2.0  Soares_SimBGf2010
BNW3     -40.160  -3.960  390  35.0   2.0  Soares_SimBGf2010
BNW4     -39.820  -4.270  325  30.5   2.0  Soares_SimBGf2010
BNW5     -39.490  -4.570  605  30.0   2.0  Soares_SimBGf2010
BNW6     -39.150  -4.880  419  29.0   2.0  Soares_SimBGf2010
BNW7     -38.650  -5.340  136  30.0   2.0  Soares_SimBGf2010
BNW8     -38.150  -5.800  151  33.0   2.0  Soares_SimBGf2010
NS1      -36.830  -5.640   62  30.0   3.0  Soares_etal_CISBGf2011
NS2      -37.090  -6.360  262  33.0   3.0  Soares_etal_CISBGf2011
NS3      -37.230  -6.790  374  33.0   3.0  Soares_etal_CISBGf2011
NS4      -37.490  -7.520  691  34.5   3.0  Soares_etal_CISBGf2011
NS5      -37.740  -8.240  598  40.0   3.0  Soares_etal_CISBGf2011
NS6      -37.980  -8.930  441  35.0   3.0  Soares_etal_CISBGf2011
NS7      -38.120  -9.360  203  37.0   3.0  Soares_etal_CISBGf2011
NS8      -38.480 -10.380  605  32.7   3.0  Soares_etal_CISBGf2011
NS9      -38.780 -11.240  377  32.7   3.0  Soares_etal_CISBGf2011
NS10     -39.07  -12.10   333.3 45.   5.0  Soares_etal_CISBGf2011

SV_ep  -45.40 -25.70  -160.  19.5  1.    S.Vicente eq. (Assumpcao etal.2011)
ADSL1  -69.90 -06.15   100.  45.   3.    AmazonDeepSeismicLine (Matos & Brown, 1992)
ADSL2  -69.90 -06.50   170.  45.   4.    AmazonDeepSeismicLine (Matos & Brown, 1992)
Potig  -37.75 -5.55    110.  28.   2     Potiguar deep reflexion line (Matos, 1989)

RSNC    -75.0  +4.0   1600.  32.   10.    Best 1D VELEST (Ojeda & Havskov, 2001)

Agu107  -80.12  2.01 -3200  10.2   3    NW-SE profile offshore Ecuador (Agudelo et al.,2009)
Agu112  -79.95  1.85 -3000  11.0   1    NW-SE profile offshore Ecuador (Agudelo et al.,2009)
Agu118  -79.72  1.65 -1000  15.5   1    NW-SE profile offshore Ecuador (Agudelo et al.,2009)
Agu124  -79.49  1.45  -700  21.0   3    NW-SE profile offshore Ecuador (Agudelo et al.,2009)

Giese   -43.0  -19.1   500  40.    8    PmP from unreversed profile, no Pn (Giese & Schutte, 1975)

Serg1  -36.99  -11.08  -050  24.0  3  seismic+grav Serg-Alag basin (Mohriak_etal.AAPG2000)
Serg2  -36.75  -11.28 -2100  15.0  3  seismic+grav Serg-Alag basin (Mohriak_etal.AAPG2000)
Serg3  -36.50  -11.49 -2700  13.5  2  seismic+grav Serg-Alag basin (Mohriak_etal.AAPG2000)
Serg4  -36.25  -11.69 -3300  14.5  2  seismic+grav Serg-Alag basin (Mohriak_etal.AAPG2000)

  LUEV  -61.4613   5.8433   1380   36.5   1.3  Niu_JGR07_Venezuela 
  EDPC  -61.6392   6.7126    123   36.3   1.1  Niu_JGR07_Venezuela 
  MOPC  -66.8426   6.5861     96   37.6   0.9  Niu_JGR07_Venezuela 
  CAIV  -66.3216   7.3262     76   38.7   1.0  Niu_JGR07_Venezuela 
  CAPC  -61.8256   7.3429    176   35.0   1.0  Niu_JGR07_Venezuela 
  MAPC  -65.1881   7.4169     52   40.6   1.0  Niu_JGR07_Venezuela 
  CMPC  -64.0731   7.6508    143   38.5   0.9  Niu_JGR07_Venezuela 
  GURV  -63.0854   7.7598    193   37.5   1.4  Niu_JGR07_Venezuela 
  VIPC  -62.0655   7.8605    258   35.2   1.4  Niu_JGR07_Venezuela 
  RIOV  -61.8145   8.0690    232   35.4   1.1  Niu_JGR07_Venezuela 
  PAYV  -67.6561   5.4205     90   31.4   1.2  Niu_JGR07_Venezuela 
  PAPC  -62.6550   8.0344    469   43.8   0.3  Niu_JGR07_Venezuela 
  SIPC  -63.0575   9.3596     36   46.4   0.3  Niu_JGR07_Venezuela 
  GUNV  -62.9426  10.1449     64   48.4   1.2  Niu_JGR07_Venezuela 
  MNPC  -62.7444   8.9876     43   47.4   0.7  Niu_JGR07_Venezuela 
  ARPC  -63.7972   9.7438    296   49.8   0.4  Niu_JGR07_Venezuela 
  PRPC  -63.6250   8.5019    142   40.0   1.0  Niu_JGR07_Venezuela 
  SRPC  -64.2942   9.5825    320   49.2   2.4  Niu_JGR07_Venezuela 
  PARV  -64.7956   8.9653     21   52.6   0.7  Niu_JGR07_Venezuela 
  STPC  -66.2544   8.1365     79   50.4   1.0  Niu_JGR07_Venezuela 
  PFPC  -65.9443   8.3276    131   48.0   2.0  Niu_JGR07_Venezuela 
  RPPC  -66.4361   8.9485    162   38.4   1.5  Niu_JGR07_Venezuela 
  MERV  -66.2972   9.2617    168   46.2   1.5  Niu_JGR07_Venezuela 
  SMPC  -66.3219   8.5127    120   39.4   1.0  Niu_JGR07_Venezuela 
  ULPC  -67.3865   8.8571    102   42.7   1.0  Niu_JGR07_Venezuela 
  BAUV  -68.0415   8.9433    106   42.3   1.1  Niu_JGR07_Venezuela 
  ELOV  -69.4832   7.0011    101   47.8   1.3  Niu_JGR07_Venezuela 
  PCRV  -64.5897  10.1633    395   31.4   1.3  Niu_JGR07_Venezuela 
  CUPV  -65.8056  10.0639    634   42.9   1.5  Niu_JGR07_Venezuela 
  BIRV  -66.2692  10.4757    200   40.0   1.1  Niu_JGR07_Venezuela 
  GUIV  -62.2082  10.6377     50   28.2   1.3  Niu_JGR07_Venezuela 
  CRUV  -63.1842  10.6165    608   24.5   0.9  Niu_JGR07_Venezuela 
  CACO  -63.6506  10.4782     46   26.1   0.6  Niu_JGR07_Venezuela 
  CARI  -63.5301  10.1941   1197   29.7   0.8  Niu_JGR07_Venezuela 
  GUAY  -63.8269  10.6510     11   28.2   1.2  Niu_JGR07_Venezuela 
  CUPC  -63.8264  10.1576   1403   30.6   0.8  Niu_JGR07_Venezuela 
  ROPC  -66.3847   9.9092    432   23.0   1.2  Niu_JGR07_Venezuela 
  JMPC  -67.3968   9.8872    498   29.8   1.5  Niu_JGR07_Venezuela 
  TURV  -67.8382  10.4474    200   25.2   2.7  Niu_JGR07_Venezuela 
  TERV  -69.2865   9.9586   1235   29.0   2.0  Niu_JGR07_Venezuela 
  JACV  -68.8342  11.0866    369   26.4   1.1  Niu_JGR07_Venezuela 
  CURV  -69.9611  10.0128    750   36.7   1.0  Niu_JGR07_Venezuela 
  SIQV  -69.8079  10.6489    400   37.6   1.0  Niu_JGR07_Venezuela 
  QARV  -70.5234  10.2061    548   38.4   0.7  Niu_JGR07_Venezuela 
  DABV  -70.6362  10.9219    147   31.1   0.9  Niu_JGR07_Venezuela 
  SANV  -69.5365   9.5010   1083   39.1   1.0  Niu_JGR07_Venezuela 
   SDV  -70.6260   8.8863   1580   52.9   3.2  Niu_JGR07_Venezuela 
  SOCV  -70.8566   8.2842    325   40.0   1.2  Niu_JGR07_Venezuela 
  VIGV  -71.3642   8.8401    430   51.1   0.5  Niu_JGR07_Venezuela 
  CAPV  -72.3143   7.8649   1178   45.8   1.6  Niu_JGR07_Venezuela 
  VIRV  -72.4061  10.5030    148   51.0   0.9  Niu_JGR07_Venezuela 
  ITEV  -63.1320  11.3552     -6   23.2   0.9  Niu_JGR07_Venezuela 
  COCH  -63.9925  10.7858     15   27.3   1.9  Niu_JGR07_Venezuela 
  IBAV  -64.5977  11.8216     10   24.0   2.0  Niu_JGR07_Venezuela 
  MONV  -69.9705  11.9550    239   26.4   1.0  Niu_JGR07_Venezuela 
  IMOV  -70.9023  12.3585     66   16.2   0.4  Niu_JGR07_Venezuela 
  CUBA  -65.4180  11.8499  -3997   19.2   0.4  Niu_JGR07_Venezuela 
  DKSS  -63.7699  11.7515  -1117   18.5   0.4  Niu_JGR07_Venezuela 
  MHTO  -66.4910  13.9497  -4997   16.8   1.5  Niu_JGR07_Venezuela 
  PINA  -65.2200  10.6796  -1103   18.0   1.6  Niu_JGR07_Venezuela 
  PNCH  -66.5009  11.2493   -908   15.1   2.0  Niu_JGR07_Venezuela 
  SHRB  -67.3496  11.2707  -1860   16.2   0.6  Niu_JGR07_Venezuela 
  SOMB  -64.9313  12.7209  -3853   14.0   1.5  Niu_JGR07_Venezuela 
ven1     -64.000   7.450  238  47.2   1.0    Schmitz_etal_Tecto2008
ven2     -64.600   7.450  626  47.6   1.0    Schmitz_etal_Tecto2008 
ven3     -63.130   7.000  502  43.5   1.0    Schmitz_etal_Tecto2008
ven4     -63.270   7.200  460  44.5   1.0    Schmitz_etal_Tecto2008
ven5     -62.700   7.500  341  45.3   1.0    Schmitz_etal_Tecto2008
ven6     -67.340   9.550  222  38.2   1.0    Schmitz_etal_Tecto2008
ven7     -67.820  11.000 -1024 35.0   1.0    Schmitz_etal_Tecto2008
ven8     -67.620  11.000 -1416 35.0   1.0    Schmitz_etal_Tecto2008
ven9     -66.240  11.200 -592  35.0   1.0    Schmitz_etal_Tecto2008
ven10    -66.240  11.600 -850  30.0   1.0    Schmitz_etal_Tecto2008
ven11    -69.540  10.600  257  40.3   1.0    Schmitz_etal_Tecto2008
ven12    -69.640  11.480  101  35.1   1.0    Schmitz_etal_Tecto2008

CURA  -68.43  -17.83  3900  62.9   7.77   E_Andes-Bolivia, Dorbath_etal_93
HUAN  -68.11  -17.36  3900  64.9   7.77   E_Andes-Bolivia, Dorbath_etal_93
VENT  -68.17  -16.62  4000  65.0   7.77   E_Andes-Bolivia, Dorbath_etal_93
CHUS  -67.82  -16.30  3000  57.0   7.77   E_Andes-Bolivia, Dorbath_etal_93
SILV  -67.54  -15.93  1000  52.0   7.77   E_Andes-Bolivia, Dorbath_etal_93
SEDALPZ  -68.51 -16.41 4500 55.1 3.0 Beck-etal_Geology96 
SEDAN1S  -68.74 -17.28 4100 70.7 3.0 Beck-etal_Geology96 
SEDAN2S  -68.17 -17.53 3900 62.3 3.0 Beck-etal_Geology96 
SEDAN3S  -67.83 -17.89 3850 61.8 3.0 Beck-etal_Geology96 
SEDAN4S  -68.23 -18.10 3850 61.8 3.0 Beck-etal_Geology96 
SEDAN5S  -67.60 -18.56 3900 73.6 3.0 Beck-etal_Geology96 
BANJOC1S -70.00 -19.99 1600 51.9 3.0 Beck-etal_Geology96 
BANJOC2S -69.31 -19.89 4060 59.6 3.0 Beck-etal_Geology96 
BANJO01N -68.86 -19.34 3700 77.2 3.0 Beck-etal_Geology96 
BANJO01S -68.86 -19.74 3700 71.3 3.0 Beck-etal_Geology96 
BANJO02  -68.29 -19.56 3600 63.4 2.4 Beck-etal_Geology96 
BANJO03N -67.83 -19.18 3820 62.4 4.0 Beck-etal_Geology96 
BANJO03  -67.83 -19.38 3820 60.5 3.0 Beck-etal_Geology96 
BANJO03S -67.83 -19.58 3820 57.1 4.0 Beck-etal_Geology96 
BANJO04N -67.31 -18.83 3970 67.5 3.0 Beck-etal_Geology96 
BANJO04S -67.31 -19.23 3970 58.1 3.0 Beck-etal_Geology96 
BANJO05N -66.80 -19.03 4300 67.2 3.0 Beck-etal_Geology96 
BANJO05S -66.80 -19.43 4300 71.3 3.0 Beck-etal_Geology96 
BANJO06N -66.34 -19.29 3900 67.2 3.0 Beck-etal_Geology96 
BANJO06S -66.34 -19.69 3900 72.2 3.0 Beck-etal_Geology96 
BANJO08N -65.31 -19.11 3200 60.5 3.0 Beck-etal_Geology96 
BANJO08S -65.31 -19.51 3200 57.7 3.0 Beck-etal_Geology96 
BANJO09N -64.74 -19.24 2300 50.3 3.0 Beck-etal_Geology96 
BANJO09S -64.74 -19.64 2300 45.9 3.0 Beck-etal_Geology96 
BANJO10  -64.29 -19.59 1800 46.5 2.0 Beck-etal_Geology96 
BANJO11  -63.89 -19.85 1200 46.7 3.3 Beck-etal_Geology96 
BANJO12  -63.54 -20.05  550 45.0 3.2 Beck-etal_Geology96 
BANJO13S -62.51 -19.23  400 33.8 3.7 Beck-etal_Geology96 
BANJO14N -60.74 -18.52  400 32.6 3.5 Beck-etal_Geology96 
PICH   -65.2  -30.9  788  35.  4.   Gilbert_etal_2008
HUER   -65.7  -32.4  900  35.  4.   Gilbert_etal_2008
Cont1  -66.9  -30.5  600  50.  4.   Gilbert_etal_2008
Cont2  -68.0  -30.5 1500  55.  4.   Gilbert_etal_2008
LPA    -57.93 -34.91 010  31.5 2.   M_Laura_2011
QUI    -78.50 -00.20 2837 51. 10.   Feininger_etal83;Robalino_77
LITI    -71.20  -31.00   771   50.0  8.0   Heit_etal.2008(S_RF)
NEGR    -69.80  -30.30  3662   63.0  8.0   Heit_etal.2008(S_RF) 
PCHD    -68.70  -30.20  1431   72.0  8.0    Heit_etal.2008(S_RF)
RINC    -67.75  -30.30  1391   41.0  8.0    Heit_etal.2008(S_RF)
LLAN    -66.50  -30.40   673   40.0  8.0    Heit_etal.2008(S_RF)
PICH    -65.20  -30.90   788   48.0  8.0    Heit_etal.2008(S_RF)
CONS    -72.30  -35.50   238   40.0  8.0    Heit_etal.2008(S_RF)
MALIC   -70.50  -35.80  2553   49.0  8.0    Heit_etal.2008(S_RF)
BARD    -69.60  -35.80  2103   53.0  8.0    Heit_etal.2008(S_RF)
NIEB    -69.00  -36.00  1783   40.0  8.0    Heit_etal.2008(S_RF)
PENA    -68.40  -36.20  1110   25.0  8.0    Heit_etal.2008(S_RF)
ESP1    -64.07  -29.15   391   35.0  3.0    Gans_etal_CHARGE_GJI11
ESP2    -64.05  -29.46   628   34.5  3.0    Gans_etal_CHARGE_GJI11 
ESP3    -64.02  -29.75   558   35.2  3.0    Gans_etal_CHARGE_GJI11
ESP4    -64.41  -30.78   735   37.0  3.0    Gans_etal_CHARGE_GJI11
ESP5    -64.64  -31.02  1156   36.0  3.0    Gans_etal_CHARGE_GJI11
ESP6    -64.96  -31.14  1511   37.0  3.0    Gans_etal_CHARGE_GJI11
ESP7    -65.22  -31.27  1081   37.5  3.0    Gans_etal_CHARGE_GJI11
ESP8    -64.55  -31.59   584   38.0  3.0    Gans_etal_CHARGE_GJI11
ESP9    -64.66  -31.91   749   38.0  3.0    Gans_etal_CHARGE_GJI11
ESP10   -65.00  -32.15  1486   38.0  3.0    Gans_etal_CHARGE_GJI11
ESP11   -65.71  -32.41   909   39.0  3.0    Gans_etal_CHARGE_GJI11
ESP12   -66.08  -32.83  1462   41.0  3.0    Gans_etal_CHARGE_GJI11
PICH    -65.20  -30.90   788   34.5  3.0    Gans_etal_CHARGE_GJI11
LRIOJ   -66.25  -28.80   512   39.0  3.0    Gans_etal_CHARGE_GJI11
COLO    -67.12  -29.93   524   42.5  3.0    Gans_etal_CHARGE_GJI11
PAGA    -67.30  -30.20   677   43.0  3.0    Gans_etal_CHARGE_GJI11
LLAN    -66.54  -30.38   696   39.0  3.0    Gans_etal_CHARGE_GJI11
MALA    -66.64  -30.80  1004   46.0  3.0    Gans_etal_CHARGE_GJI11
NOQE    -66.77  -31.19   885   49.0  3.0    Gans_etal_CHARGE_GJI11
ABRA    -66.24  -31.51   418   47.5  3.0    Gans_etal_CHARGE_GJI11
CATA    -67.19  -32.28   687   44.0  3.0    Gans_etal_CHARGE_GJI11
LUNA    -67.84  -30.16  1602   55.5  3.0    Gans_etal_CHARGE_GJI11
RINC    -67.74  -30.28  1378   54.5  3.0    Gans_etal_CHARGE_GJI11
MAIA    -67.52  -30.68   851   55.0  3.0    Gans_etal_CHARGE_GJI11
CHUC    -67.30  -31.06   672   52.5  3.0    Gans_etal_CHARGE_GJI11
NIKI    -67.88  -31.57   572   52.5  3.0    Gans_etal_CHARGE_GJI11
USPA    -69.38  -32.21  2445   59.5  3.0    Gans_etal_CHARGE_GJI11
AREN    -69.51  -33.59  2221   48.0  3.0    Gans_etal_CHARGE_GJI11
FCH     -70.29  -33.32  3221   41.0  3.0    Gans_etal_CHARGE_GJI11
PEL     -70.66  -33.14  2089   37.5  3.0    Gans_etal_CHARGE_GJI11
LITI    -71.24  -31.03   656   32.0  3.0    Gans_etal_CHARGE_GJI11
grd1    -71.00  -30.00  1143   47.0  5.0    Gans_etal_CHARGE_GJI11
grd2    -70.50  -30.00  3505   55.0  4.0    Gans_etal_CHARGE_GJI11
grd3    -70.00  -30.00  4000   72.0  4.0    Gans_etal_CHARGE_GJI11
grd4    -69.50  -30.00  2209   70.0  3.0    Gans_etal_CHARGE_GJI11
grd5    -69.00  -30.00  1752   60.0  5.0    Gans_etal_CHARGE_GJI11
grd6    -68.50  -30.00  1051   59.0  5.0    Gans_etal_CHARGE_GJI11
grd7    -68.00  -30.00  1676   57.0  5.0    Gans_etal_CHARGE_GJI11
grd8    -70.50  -30.50  3810   55.0  5.0    Gans_etal_CHARGE_GJI11
grd9    -70.00  -30.50  3962   71.0  5.0    Gans_etal_CHARGE_GJI11
grd10   -69.50  -30.50  2286   70.0  3.0    Gans_etal_CHARGE_GJI11
grd11   -69.00  -30.50  2286   60.0  3.0    Gans_etal_CHARGE_GJI11
grd12   -68.50  -30.50   899   58.0  3.0    Gans_etal_CHARGE_GJI11
grd13   -69.50  -31.00  2743   67.0  3.0    Gans_etal_CHARGE_GJI11
grd14   -69.00  -31.00  1645   62.0  3.0    Gans_etal_CHARGE_GJI11
grd15   -68.50  -31.00   884   61.0  3.0    Gans_etal_CHARGE_GJI11
grd16   -68.00  -31.00   823   56.0  3.0    Gans_etal_CHARGE_GJI11
grd17   -70.50  -31.50  3810   57.0  5.0    Gans_etal_CHARGE_GJI11
grd18   -70.00  -31.50  3734   62.0  5.0    Gans_etal_CHARGE_GJI11
grd19   -69.50  -31.50  2591   65.0  3.0    Gans_etal_CHARGE_GJI11
grd20   -69.00  -31.50  1523   61.0  3.0    Gans_etal_CHARGE_GJI11
grd21   -68.50  -31.50   595   55.0  3.0    Gans_etal_CHARGE_GJI11
grd22   -70.50  -32.00  3658   52.0  5.0    Gans_etal_CHARGE_GJI11
grd23   -70.00  -32.00  3124   61.0  5.0    Gans_etal_CHARGE_GJI11
grd24   -69.50  -32.00  2438   61.0  5.0    Gans_etal_CHARGE_GJI11
grd25   -69.00  -32.00  1219   55.0  3.0    Gans_etal_CHARGE_GJI11
grd26   -68.50  -32.00   549   55.0  3.0    Gans_etal_CHARGE_GJI11
grd27   -69.50  -32.60  2747   61.0  5.0    Gans_etal_CHARGE_GJI11
BB01   -68.144  -27.424  3455   59.6  2.22  Puna (E.Sandvol) 
BB02   -68.090  -27.111  3810   60.0  2.22  Puna (E.Sandvol) 
BB03   -69.257  -27.488  4480   59.4  2.22  Puna (E.Sandvol) 
BB04   -69.021  -26.540  3720   55.8  2.22  Puna (E.Sandvol) 
BB11   -66.944  -27.112  2200   53.0  2.22  Puna (E.Sandvol) 
BB12   -67.147  -27.508  2370   53.6  2.22  Puna (E.Sandvol) 
BB13   -66.598  -27.641   935   49.9  2.22  Puna (E.Sandvol) 
BB15   -66.370  -27.341  2855   50.1  2.22  Puna (E.Sandvol) 
BB22   -69.237  -26.157  3455   52.4  2.22  Puna (E.Sandvol) 
BB23   -69.426  -25.367  2810   45.5  2.22  Puna (E.Sandvol) 
BB24   -68.098  -27.833  3115   58.8  2.22  Puna (E.Sandvol) 
EW16   -68.277  -26.851  4705   59.6  2.22  Puna (E.Sandvol) 
EW18   -68.552  -26.906  4475   59.0  2.22  Puna (E.Sandvol) 
EW19   -68.666  -26.881  4575   58.6  2.22  Puna (E.Sandvol) 
EW20   -68.767  -26.910  4455   58.4  2.22  Puna (E.Sandvol) 
NS10   -67.688  -27.051  2485   59.0  2.22  Puna (E.Sandvol) 
NS13   -67.774  -27.336  2020   58.5  2.22  Puna (E.Sandvol) 
NS14   -67.694  -27.444  1840   57.7  2.22  Puna (E.Sandvol) 
NS15   -67.603  -27.480  1645   57.0  2.22  Puna (E.Sandvol) 
NS16   -67.613  -27.569  1610   56.7  2.22  Puna (E.Sandvol) 
NS17   -67.625  -27.708  1495   56.4  2.22  Puna (E.Sandvol) 
NS18   -67.629  -27.901  1375   55.7  2.22  Puna (E.Sandvol) 

MILO    -72.62  -51.57  150.  30.4  2.22   Patagonia (Lawrence&Wiens 2004)
FELL    -70.00  -52.06  150.  31.1  2.22   Patagonia (Lawrence&Wiens 2004)
SALM    -72.03  -52.55  33.3  28.1  2.22   Patagonia (Lawrence&Wiens 2004)
HAMB    -70.93  -53.61  33.3  30.2  2.22   Patagonia (Lawrence&Wiens 2004)
VTDF    -68.71  -54.14  210.  33.7  2.22   Patagonia (Lawrence&Wiens 2004)


